y,inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,assets_estimate,response_time_minutes,volunteering_index
1,Massachusetts,1985,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,A few times a year,A few times a month,Protestant,1,Some of the time,"$120,000 - $149,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,164375.0,8.5,0.86
0,Texas,1941,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,Broadband,Married,Independent,Conservative,Yes,Very important,Seldom,A few times a week,Protestant,0,Most of the time,"$150,000 - $199,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,174977.0,12.7,1.4
0,Louisiana,1953,Female,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Married,Independent,Conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$100,000 - $119,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,84499.0,,1.23
0,Tennessee,1945,Female,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Married,Republican,Very conservative,Yes,Very important,More than once a week,Several times a day,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,111777.0,,0.0
0,New York,1959,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,Once a week,Several times a day,Roman Catholic,0,Don't know,Prefer not to say,Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,65278.0,11.4,1.53
1,New York,1989,Female,Bisexual,No,4-year,Yes,White,Part-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not too important,Seldom,Seldom,Protestant,0,Some of the time,"$60,000 - $69,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,38551.0,18.9,0.5
1,Mississippi,1966,Male,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,Seldom,Seldom,Nothing in particular,1,Most of the time,"$50,000 - $59,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,21229.0,9.7,0.25
1,Michigan,1980,Male,Heterosexual / straight,No,Some college,Yes,Black,Full-time,,Broadband,Married,Not sure,Moderate,Yes,Very important,Seldom,Several times a day,Protestant,5,Some of the time,"$70,000 - $79,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,61946.0,11.1,0.91
1,Arizona,1954,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Married,Independent,Very conservative,No,Very important,Seldom,Several times a day,Roman Catholic,0,Most of the time,"$100,000 - $119,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,110713.0,16.2,1.52
1,Washington,1951,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,Broadband,Domestic / civil partnership,Independent,Moderate,No,Not too important,Seldom,Seldom,Agnostic,0,Most of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,78226.0,5.0,0.0
1,Pennsylvania,1989,Male,Heterosexual / straight,No,4-year,Yes,Asian,Full-time,Broadband,Broadband,Never married,Republican,Conservative,Yes,Very important,More than once a week,Once a day,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,14793.0,9.7,0.0
1,Kentucky,1994,Female,Heterosexual / straight,No,Some college,Yes,White,Homemaker,Broadband,Dial-up,Married,Independent,Conservative,No,Not at all important,Seldom,A few times a week,Something else,2,Most of the time,"$50,000 - $59,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,68960.0,8.6,1.07
1,Delaware,1989,Female,Bisexual,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Seldom,Seldom,Atheist,0,Some of the time,"$30,000 - $39,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,66749.0,6.8,0.0
1,New Jersey,1982,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Very important,A few times a year,A few times a week,Protestant,1,Most of the time,"$120,000 - $149,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,161019.0,3.3,0.41
1,Oregon,1975,Female,Heterosexual / straight,No,2-year,Yes,White,Student,Broadband,Broadband,Married,Democrat,Very liberal,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,52252.0,9.3,1.46
1,Indiana,1970,Female,Lesbian / gay woman,No,2-year,Yes,White,Part-time,Broadband,Broadband,Divorced,Independent,Moderate,No,Not too important,Seldom,Once a day,Protestant,0,Some of the time,"Less than $10,000",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,55316.0,10.9,0.9
1,New Jersey,1968,Male,Heterosexual / straight,No,4-year,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Somewhat important,A few times a year,A few times a week,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Own,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,107558.0,8.0,0.0
0,Florida,1975,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Other,Moderate,Yes,Somewhat important,Seldom,Once a day,Protestant,1,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,61451.0,11.1,1.02
1,California,1946,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Divorced,Democrat,Liberal,No,Not too important,Never,Seldom,Jewish,0,Most of the time,"$40,000 - $49,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,56548.0,8.4,0.68
1,Arizona,1954,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Divorced,Not sure,Not sure,No,Not too important,Seldom,A few times a month,Nothing in particular,0,Only now and then,"$20,000 - $29,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,,0.0
1,Wisconsin,1956,Female,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Democrat,Moderate,No,Very important,Once a week,A few times a month,Roman Catholic,0,Most of the time,"$50,000 - $59,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,954.0,13.5,0.28
1,Wisconsin,1967,Female,Lesbian / gay woman,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not at all important,Never,Seldom,Agnostic,0,Some of the time,"$80,000 - $99,999",Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,85349.0,8.1,0.39
0,Florida,1992,Female,Heterosexual / straight,No,Some college,Yes,Hispanic,Part-time,,Broadband,Never married,Independent,Conservative,Yes,Very important,Don't know,Don't know,Nothing in particular,0,Only now and then,"$70,000 - $79,999",Rent,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,95196.0,8.1,0.83
0,California,1981,Male,Heterosexual / straight,No,Some college,Yes,White,Student,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Never,Agnostic,0,Some of the time,"$20,000 - $29,999",Other,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,65732.0,13.1,0.0
0,Pennsylvania,1956,Male,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Other,Very conservative,No,Very important,Seldom,A few times a week,Roman Catholic,2,Most of the time,"$80,000 - $99,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,122921.0,17.4,0.31
0,Texas,1966,Male,Gay man,No,Some college,Yes,Hispanic,Full-time,Broadband,Broadband,Divorced,Democrat,Conservative,Yes,Very important,More than once a week,Several times a day,Protestant,0,Some of the time,"$20,000 - $29,999",Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,5933.0,11.0,0.69
0,Idaho,1990,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Married,Not sure,Moderate,Yes,Very important,Once a week,Several times a day,Protestant,1,Only now and then,"$40,000 - $49,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,38902.0,,1.3
1,Washington,1952,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Widowed,Democrat,Moderate,No,Somewhat important,Seldom,A few times a month,Jewish,0,Most of the time,"$50,000 - $59,999",Rent,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,62282.0,11.4,0.56
0,Georgia,1956,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Retired,Broadband,,Separated,Democrat,Moderate,Yes,Very important,More than once a week,Several times a day,Protestant,0,Some of the time,"$20,000 - $29,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,39527.0,,0.0
0,Hawaii,1982,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Never married,Other,Very liberal,No,Not too important,Never,Seldom,Nothing in particular,2,Hardly at all,"$50,000 - $59,999",Rent,Rural area,I am an immigrant to the USA and a naturalized citizen,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,46796.0,15.4,0.15
1,New York,1969,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not at all important,Never,Seldom,Nothing in particular,1,Most of the time,"$150,000 - $199,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,201522.0,11.7,0.0
0,Georgia,1960,Female,Heterosexual / straight,No,Some college,Yes,White,Unemployed,Broadband,Broadband,Widowed,Republican,Moderate,No,Not at all important,Never,Seldom,Nothing in particular,0,Most of the time,"$20,000 - $29,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,17054.0,19.0,0.59
0,Arizona,1960,Male,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Conservative,No,Somewhat important,A few times a year,Once a week,Protestant,0,Most of the time,"$100,000 - $119,999",Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,157592.0,9.7,0.0
1,Virginia,1985,Male,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Divorced,Republican,Conservative,No,Not at all important,Never,Never,Nothing in particular,2,Most of the time,"$50,000 - $59,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,14063.0,7.4,0.0
